numero_onu,classificacao_onu,grupo_embalagem,descricao
3085,5.1,III,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, ÄTZEND,"
3086,6.1,I,"GIFTIGER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G."
3086,6.1,II,"GIFTIGER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND,"
3087,5.1,I,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, GIFTIG,"
3087,5.1,II,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, GIFTIG,"
3087,5.1,III,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, GIFTIG,"
3088,4.2,II,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, N.A.G."
3088,4.2,III,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, N.A.G."
3089,4.1,II,"ENTZÜNDBARES METALLPULVER, N.A.G."
3089,4.1,III,"ENTZÜNDBARES METALLPULVER, N.A.G."
3090,9,,LITHIUM-METALLBATTERIEN (einschliesslich Batterien aus Lithiumlegierung)
3091,9,,"LITHIUM-METALLBATTERIEN IN AUSRÜSTUNGEN oder LITHIUM-METALLBATTERIEN, MIT AUSRÜSTUNGEN VERPACKT (einschliesslich Batterien aus Lithiumlegierung)"
3092,3,III,1-METHOXY-2-PROPANOL
3093,8,I,"ÄTZENDER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G."
3093,8,II,"ÄTZENDER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G."
3094,8,I,"ÄTZENDER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G."
3094,8,II,"ÄTZENDER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G."
3095,8,I,"ÄTZENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3095,8,II,"ÄTZENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3096,8,I,"ÄTZENDER FESTER STOFF, MIT WASSER REAGIEREND, N.A.G."
3096,8,II,"ÄTZENDER FESTER STOFF, MIT WASSER REAGIEREND, N.A.G."
3097,4.1,BEFÖRDERUNG VERBOTEN,"ENTZÜNDBARER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G."
3098,5.1,I,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF,"
3098,5.1,II,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF,"
3098,5.1,III,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF,"
3099,5.1,I,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, GIFTIG,"
3099,5.1,II,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, GIFTIG,"
3099,5.1,III,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, GIFTIG,"
3100,5.1,BEFÖRDERUNG VERBOTEN,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3101,5.2,,"ORGANISCHES PEROXID TYP B, FLÜSSIG"
3102,5.2,,"ORGANISCHES PEROXID TYP B, FEST"
3103,5.2,,"ORGANISCHES PEROXID TYP C, FLÜSSIG"
3104,5.2,,"ORGANISCHES PEROXID TYP C, FEST"
3105,5.2,,"ORGANISCHES PEROXID TYP D, FLÜSSIG"
3106,5.2,,"ORGANISCHES PEROXID TYP D, FEST"
3107,5.2,,"ORGANISCHES PEROXID TYP E, FLÜSSIG"
3108,5.2,,"ORGANISCHES PEROXID TYP E, FEST"
3109,5.2,,"ORGANISCHES PEROXID TYP F, FLÜSSIG"
3110,5.2,,"ORGANISCHES PEROXID TYP F, FEST"
3111,5.2,,"ORGANISCHES PEROXID TYP B, FLÜSSIG, TEMPERATURKONTROLLIERT"
3112,5.2,,"ORGANISCHES PEROXID TYP B, FEST, TEMPERATURKONTROLLIERT"
3113,5.2,,"ORGANISCHES PEROXID TYP C, FLÜSSIG, TEMPERATURKONTROLLIERT"
3114,5.2,,"ORGANISCHES PEROXID TYP C, FEST, TEMPERATURKONTROLLIERT"
3115,5.2,,"ORGANISCHES PEROXID TYP D, FLÜSSIG, TEMPERATURKONTROLLIERT"
3116,5.2,,"ORGANISCHES PEROXID TYP D, FEST, TEMPERATURKONTROLLIERT"
3117,5.2,,"ORGANISCHES PEROXID TYP E, FLÜSSIG, TEMPERATURKONTROLLIERT"
3118,5.2,,"ORGANISCHES PEROXID TYP E, FEST, TEMPERATURKONTROLLIERT"
3119,5.2,,"ORGANISCHES PEROXID TYP F, FLÜSSIG, TEMPERATURKONTROLLIERT"
3120,5.2,,"ORGANISCHES PEROXID TYP F, FEST, TEMPERATURKONTROLLIERT"
3121,5.1,BEFÖRDERUNG VERBOTEN,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, MIT WASSER REAGIEREND,"
3122,6.1,I,"GIFTIGER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G."
3122,6.1,II,"GIFTIGER FLÜSSIGER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G."
3123,6.1,I,"GIFTIGER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G."
3123,6.1,II,"GIFTIGER FLÜSSIGER STOFF, MIT WASSER REAGIEREND, N.A.G."
3124,6.1,I,"GIFTIGER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3124,6.1,II,"GIFTIGER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3125,6.1,I,"GIFTIGER FESTER STOFF, MIT WASSER REAGIEREND, N.A.G."
3125,6.1,II,"GIFTIGER FESTER STOFF, MIT WASSER REAGIEREND, N.A.G."
3126,4.2,II,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
3126,4.2,III,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
3127,4.2,BEFÖRDERUNG VERBOTEN,"SELBSTERHITZUNGSFÄHIGER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND,"
3128,4.2,II,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, GIFTIG, N.A.G."
3128,4.2,III,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FESTER STOFF, GIFTIG, N.A.G."
3129,4.3,I,"MIT WASSER REAGIERENDER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3129,4.3,II,"MIT WASSER REAGIERENDER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3129,4.3,III,"MIT WASSER REAGIERENDER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3130,4.3,I,"MIT WASSER REAGIERENDER FLÜSSIGER STOFF, GIFTIG, N.A.G."
3130,4.3,II,"MIT WASSER REAGIERENDER FLÜSSIGER STOFF, GIFTIG, N.A.G."
3130,4.3,III,"MIT WASSER REAGIERENDER FLÜSSIGER STOFF, GIFTIG, N.A.G."
3131,4.3,I,"MIT WASSER REAGIERENDER FESTER STOFF, ÄTZEND, N.A.G."
3131,4.3,II,"MIT WASSER REAGIERENDER FESTER STOFF, ÄTZEND, N.A.G."
3131,4.3,III,"MIT WASSER REAGIERENDER FESTER STOFF, ÄTZEND, N.A.G."
3132,4.3,I,"MIT WASSER REAGIERENDER FESTER STOFF, ENTZÜNDBAR, N.A.G."
3132,4.3,II,"MIT WASSER REAGIERENDER FESTER STOFF, ENTZÜNDBAR, N.A.G."
3132,4.3,III,"MIT WASSER REAGIERENDER FESTER STOFF, ENTZÜNDBAR, N.A.G."
3133,4.3,BEFÖRDERUNG VERBOTEN,"MIT WASSER REAGIERENDER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND, N.A.G."
3134,4.3,I,"MIT WASSER REAGIERENDER FESTER STOFF, GIFTIG, N.A.G."
3134,4.3,II,"MIT WASSER REAGIERENDER FESTER STOFF, GIFTIG, N.A.G."
3134,4.3,III,"MIT WASSER REAGIERENDER FESTER STOFF, GIFTIG, N.A.G."
3135,4.3,I,"MIT WASSER REAGIERENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3135,4.3,II,"MIT WASSER REAGIERENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3135,4.3,III,"MIT WASSER REAGIERENDER FESTER STOFF, SELBSTERHITZUNGSFÄHIG, N.A.G."
3136,2,,"TRIFLUORMETHAN, TIEFGEKÜHLT, FLÜSSIG"
3137,5.1,BEFÖRDERUNG VERBOTEN,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, ENTZÜNDBAR, N.A.G."
3138,2,,"ETHYLEN, ACETYLEN UND PROPYLEN, GEMISCH, TIEFGEKÜHLT, FLÜSSIG, mit mindestens 71,5 % Ethylen, höchstens 22,5 % Acetylen und höchstens 6 % Propylen"
3139,5.1,I,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, N.A.G."
3139,5.1,II,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, N.A.G."
3139,5.1,III,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FLÜSSIGER STOFF, N.A.G."
3140,6.1,I,"ALKALOIDE, FLÜSSIG, N.A.G. oder ALKALOIDSALZE, FLÜSSIG, N.A.G."
3140,6.1,II,"ALKALOIDE, FLÜSSIG, N.A.G. oder ALKALOIDSALZE, FLÜSSIG, N.A.G."
3140,6.1,III,"ALKALOIDE, FLÜSSIG, N.A.G. oder ALKALOIDSALZE, FLÜSSIG, N.A.G."
3141,6.1,III,"ANORGANISCHE ANTIMONVERBINDUNG, FLÜSSIG, N.A.G."
3142,6.1,I,"DESINFEKTIONSMITTEL, FLÜSSIG, GIFTIG, N.A.G."
3142,6.1,II,"DESINFEKTIONSMITTEL, FLÜSSIG, GIFTIG, N.A.G."
3142,6.1,III,"DESINFEKTIONSMITTEL, FLÜSSIG, GIFTIG, N.A.G."
3143,6.1,I,"FARBSTOFF, FEST, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST, GIFTIG, N.A.G."
3143,6.1,II,"FARBSTOFF, FEST, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST, GIFTIG, N.A.G."
3143,6.1,III,"FARBSTOFF, FEST, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST, GIFTIG, N.A.G."
3144,6.1,I,"NICOTINVERBINDUNG, FLÜSSIG, N.A.G. oder NICOTINZUBEREITUNG, FLÜSSIG, N.A.G."
3144,6.1,II,"NICOTINVERBINDUNG, FLÜSSIG, N.A.G. oder NICOTINZUBEREITUNG, FLÜSSIG, N.A.G."
3144,6.1,III,"NICOTINVERBINDUNG, FLÜSSIG, N.A.G. oder NICOTINZUBEREITUNG, FLÜSSIG, N.A.G."
3145,8,I,"ALKYLPHENOLE, FLÜSSIG, N.A.G. (einschliesslich C2-C12Homologe)"
3145,8,II,"ALKYLPHENOLE, FLÜSSIG, N.A.G. (einschliesslich C2-C12Homologe)"
3145,8,III,"ALKYLPHENOLE, FLÜSSIG, N.A.G. (einschliesslich C2-C12Homologe)"
3146,6.1,I,"ORGANISCHE ZINNVERBINDUNG, FEST, N.A.G."
3146,6.1,II,"ORGANISCHE ZINNVERBINDUNG, FEST, N.A.G."
3146,6.1,III,"ORGANISCHE ZINNVERBINDUNG, FEST, N.A.G."
3147,8,I,"FARBSTOFF, FEST, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST,"
3147,8,II,"FARBSTOFF, FEST, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST,"
3147,8,III,"FARBSTO FF, FEST, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FEST,"
3148,4.3,I,"MIT WAS SER REAGIERENDER FLÜSSIGER STOFF, N.A.G."
3148,4.3,II,"MIT WASSER REAGIERENDER FLÜSSIGER STOFF, N.A.G."
3148,4.3,III,"MIT WASSER REAGIERENDER FLÜSSIGER STOFF, N.A.G."
3149,5.1,II,"WASSERSTOFFPEROXID UND PERESSIGSÄURE, MISCHUNG mit Säure(n), Wasser und höchstens 5 % Peressigsäure, STABILISIERT"
3150,2,,"GERÄTE, KLEIN, MIT KOHLENWASSERSTOFFGAS, mit Entnahmeeinrichtung oder KOHLENWASSERSTOFFGAS NACHFÜLLPATRONEN FÜR KLEINE GERÄTE, mit Entnahmeeinrichtung"
3151,9,II,"POLYHALOGENIERTE BIPHENYLE, FLÜSSIG oder HALOGENIERTE MONOMETHYLDIPHENYLMETHANE, FLÜSSIG oder POLYHALOGENIERTE TERPHENYLE, FLÜSSIG"
3152,9,II,"POLYHALOGENIERTE BIPHENYLE, FEST oder HALOGENIERTE MONOMETHYLDIPHENYLMETHANE, FEST oder POLYHALOGENIERTE TERPHENYLE, FEST"
3153,2,,PERFLUOR(METHYL-VINYLETHER)
3154,2,,PERFLUOR(ETHYL-VINYLETHER)
3155,6.1,II,PENTACHLORPHENOL
3156,2,,"VERDICHTETES GAS, OXIDIEREND, N.A.G."
3157,2,,"VERFLÜSSIGTES GAS, OXIDIEREND, N.A.G."
3158,2,,"GAS, TIEFGEKÜHLT, FLÜSSIG, N.A.G."
3159,2,,"1,1,1,2-TETRAFLUORETHAN (GAS ALS KÄLTEMITTEL R 134a)"
3160,2,,"VERFLÜSSIGTES GAS, GIFTIG, ENTZÜNDBAR, N.A.G."
3161,2,,"VERFLÜSSIGTES GAS, ENTZÜNDBAR, N.A.G."
3162,2,,"VERFLÜSSIGTES GAS, GIFTIG, N.A.G."
3163,2,,"VERFLÜSSIGTES GAS, N.A.G."
3164,2,,GEGENSTÄNDE UNTER PNEUMATISCHEM DRUCK oder GEGENSTÄNDE UNTER HYDRAULISCHEM DRUCK (mit nicht entzündbarem Gas)
3165,3,I,KRAFTSTOFFTANK FÜR HYDRAULISCHES AGGREGAT FÜR FLUGZEUGE (mit einer Mischung von wasserfreiem Hydrazin und Methylhydrazin) (Kraftstoff M86)
3166,9,,FAHRZEUG MIT ANTRIEB DURCH ENTZÜNDBARES GAS oder FAHRZEUG MIT ANTRIEB DURCH ENTZÜNDBARE FLÜSSIGKEIT oder BRENNSTOFFZELLENFAHRZEUG MIT ANTRIEB DURCH ENTZÜNDBARES GAS oder BRENNSTOFFZELLENFAHRZEUG MIT ANTRIEB DURCH ENTZÜNDBARE FLÜSSIGKEIT
3167,2,,"GASPROBE, NICHT UNTER DRUCK STEHEND, ENTZÜNDBAR, N.A.G., nicht tiefgekühlt flüssig"
3168,2,,"GASPROBE, NICHT UNTER DRUCK STEHEND, GIFTIG, ENTZÜNDBAR, N.A.G., nicht tiefgekühlt flüssig"
3169,2,,"GASPROBE, NICHT UNTER DRUCK STEHEND, GIFTIG, N.A.G., nicht tiefgekühlt flüssig"
3170,4.3,II,NEBENPRODUKTE DER ALUMINIUMHERSTELLUNG oder NEBENPRODUKTE DER ALUMINIUMUMSCHMELZUNG
3170,4.3,III,NEBENPRODUKTE DER ALUMINIUMHERSTELLUNG oder NEBENPRODUKTE DER ALUMINIUMUMSCHMELZUNG
3171,9,,BATTERIEBETRIEBENES FAHRZEUG oder BATTERIEBETRIEBENES GERÄT
3172,6.1,I,"TOXINE, GEWONNEN AUS LEBENDEN ORGANISMEN, FLÜSSIG, N.A.G."
3172,6.1,II,"TOXINE, GEWONNEN AUS LEBENDEN ORGANISMEN, FLÜSSIG, N.A.G."
3172,6.1,III,"TOXINE, GEWONNEN AUS LEBENDEN ORGANISMEN, FLÜSSIG, N.A.G."
3174,4.2,III,TITANDISULFID
3175,4.1,II,"FESTE STOFFE oder Gemische aus festen Stoffen (wie Präparate, Zubereitungen und Abfälle), DIE ENTZÜNDBARE FLÜSSIGE STOFFE mit einem Flammpunkt von höchstens 60 °C ENTHALTEN, N.A.G."
3176,4.1,II,"ENTZÜNDBARER ORGANISCHER FESTER STOFF IN GESCHMOLZENEM ZUSTAND, N.A.G."
3176,4.1,III,"ENTZÜNDBARER ORGANISCHER FESTER STOFF IN GESCHMOLZENEM ZUSTAND, N.A.G."
3178,4.1,II,"ENTZÜNDBARER ANORGANISCHER FESTER STOFF, N.A.G."
3178,4.1,III,"ENTZÜNDBARER ANORGANISCHER FESTER STOFF, N.A.G."
3179,4.1,II,"ENTZÜNDBARER ANORGANISCHER FESTER STOFF, GIFTIG, N.A.G."
3179,4.1,III,"ENTZÜNDBARER ANORGANISCHER FESTER STOFF, GIFTIG, N.A.G."
3180,4.1,II,"ENTZÜNDBARER ANORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
3180,4.1,III,"ENTZÜNDBARER ANORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
3181,4.1,II,"ENTZÜNDBARE METALLSALZE ORGANISCHER VERBINDUNGEN, N.A.G."
3181,4.1,III,"ENTZÜNDBARE METALLSALZE ORGANISCHER VERBINDUNGEN, N.A.G."
3182,4.1,II,"ENTZÜNDBARE METALLHYDRIDE, N.A.G."
3182,4.1,III,"ENTZÜNDBARE METALLHYDRIDE, N.A.G."
3183,4.2,II,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
3183,4.2,III,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
3184,4.2,II,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FLÜSSIGER STOFF, GIFTIG, N.A.G."
3184,4.2,III,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FLÜSSIGER STOFF, GIFTIG, N.A.G."
3185,4.2,II,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3185,4.2,III,"SELBSTERHITZUNGSFÄHIGER ORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3186,4.2,II,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3186,4.2,III,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3187,4.2,II,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FLÜSSIGER STOFF, GIFTIG, N.A.G."
3187,4.2,III,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FLÜSSIGER STOFF, GIFTIG, N.A.G."
3188,4.2,II,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3188,4.2,III,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
3189,4.2,II,"SELBSTERHITZUNGSFÄHIGES METALLPULVER, N.A.G."
3189,4.2,III,"SELBSTERHITZUNGSFÄHIGES METALLPULVER, N.A.G."
3190,4.2,II,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FESTER STOFF, N.A.G."
3190,4.2,III,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FESTER STOFF, N.A.G."
3191,4.2,II,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FESTER STOFF, GIFTIG, N.A.G."
3191,4.2,III,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FESTER STOFF, GIFTIG, N.A.G."
3192,4.2,II,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
3192,4.2,III,"SELBSTERHITZUNGSFÄHIGER ANORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
3194,4.2,I,"PYROPHORER ANORGANISCHER FLÜSSIGER STOFF, N.A.G."
3200,4.2,I,"PYROPHORER ANORGANISCHER FESTER STOFF, N.A.G."
3205,4.2,II,"ERDALKALIMETALLALKOHOLATE, N.A.G."
3205,4.2,III,"ERDALKALIMETALLALKOHOLATE, N.A.G."
3206,4.2,II,"ALKALIMETALLALKOHOLATE, SELBSTERHITZUNGSFÄHIG, ÄTZEND, N.A.G."
3206,4.2,III,"ALKALIMETALLALKOHOLATE, SELBSTERHITZUNGSFÄHIG, ÄTZEND, N.A.G."
3208,4.3,I,"METALLISCHER STOFF, MIT WASSER REAGIEREND, N.A.G."
3208,4.3,II,"METALLISCHER STOFF, MIT WASSER REAGIEREND, N.A.G."
3208,4.3,III,"METALLISCHER STOFF, MIT WASSER REAGIEREND, N.A.G."
3209,4.3,I,"METALLISCHER STOFF, MIT WASSER REAGIEREND, SELBSTERHITZUNGSFÄHIG, N.A.G."
3209,4.3,II,"METALLISCHER STOFF, MIT WASSER REAGIEREND, SELBSTERHITZUNGSFÄHIG, N.A.G."
3209,4.3,III,"METALLISCHER STOFF, MIT WASSER REAGIEREND, SELBSTERHITZUNGSFÄHIG, N.A.G."
3210,5.1,II,"CHLORATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3210,5.1,III,"CHLORATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3211,5.1,II,"PERCHLORATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3211,5.1,III,"PERCHLORATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3212,5.1,II,"HYPOCHLORITE, ANORGANISCHE, N.A.G."
3213,5.1,II,"BROMATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3213,5.1,III,"BROMATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3214,5.1,II,"PERMANGANATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3215,5.1,III,"PERSULFATE, ANORGANISCHE, N.A.G."
3216,5.1,III,"PERSULFATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3218,5.1,II,"NITRATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3218,5.1,III,"NITRATE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3219,5.1,II,"NITRITE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3219,5.1,III,"NITRITE, ANORGANISCHE, WÄSSERIGE LÖSUNG, N.A.G."
3220,2,,PENTAFLUORETHAN (GAS ALS KÄLTEMITTEL R 125)
3221,4.1,,"SELBSTZERSETZLICHER STOFF TYP B, FLÜSSIG"
3222,4.1,,"SELBSTZERSETZLICHER STOFF TYP B, FEST"
3223,4.1,,"SELBSTZERSETZLICHER STOFF TYP C, FLÜSSIG"
3224,4.1,,"SELBSTZERSETZLICHER STOFF TYP C, FEST"
3225,4.1,,"SELBSTZERSETZLICHER STOFF TYP D, FLÜSSIG"
3226,4.1,,"SELBSTZERSETZLICHER STOFF TYP D, FEST"
3227,4.1,,"SELBSTZERSETZLICHER STOFF TYP E, FLÜSSIG"
3228,4.1,,"SELBSTZERSETZLICHER STOFF TYP E, FEST"
3229,4.1,,"SELBSTZERSETZLICHER STOFF TYP F, FLÜSSIG"
3230,4.1,,"SELBSTZERSETZLICHER STOFF TYP F, FEST"
3231,4.1,,"SELBSTZERSETZLICHER STOFF TYP B, FLÜSSIG, TEMPERATURKONTROLLIERT"
3232,4.1,,"SELBSTZERSETZLICHER STOFF TYP B, FEST, TEMPERATURKONTROLLIERT"
3233,4.1,,"SELBSTZERSETZLICHER STOFF TYP C, FLÜSSIG, TEMPERATURKONTROLLIERT"
3234,4.1,,"SELBSTZERSETZLICHER STOFF TYP C, FEST, TEMPERATURKONTROLLIERT"
3235,4.1,,"SELBSTZERSETZLICHER STOFF TYP D, FLÜSSIG, TEMPERATURKONTROLLIERT"
3236,4.1,,"SELBSTZERSETZLICHER STOFF TYP D, FEST, TEMPERATURKONTROLLIERT"
3237,4.1,,"SELBSTZERSETZLICHER STOFF TYP E, FLÜSSIG, TEMPERATURKONTROLLIERT"
3238,4.1,,"SELBSTZERSETZLICHER STOFF TYP E, FEST, TEMPERATURKONTROLLIERT"
3239,4.1,,"SELBSTZERSETZLICHER STOFF TYP F, FLÜSSIG, TEMPERATURKONTROLLIERT"
3240,4.1,,"SELBSTZERSETZLICHER STOFF TYP F, FEST, TEMPERATURKONTROLLIERT"
3241,4.1,III,"2-BROM-2-NITROPROPAN1,3-DIOL"
3242,4.1,II,AZODICARBONAMID
3243,6.1,II,"FESTE STOFFE MIT GIFTIGEM FLÜSSIGEM STOFF, N.A.G."
3244,8,II,"FESTE STOFFE MIT ÄTZENDEM FLÜSSIGEM STOFF, N.A.G."
3245,9,,GENETISCH VERÄNDERTE MIKROORGANISMEN oder GENETISCH VERÄNDERTE ORGANISMEN
3245,9,,"GENETISCH VERÄNDERTE MIKROORGANISMEN oder GENETISCH VERÄNDERTE ORGANISMEN, in tiefgekühlt verflüssigtem Stickstoff"
3246,6.1,I,METHANSULFONYLCHLORID
3247,5.1,II,"NATRIUMPEROXOBORAT, WASSERFREI"
3248,3,II,"MEDIKAMENT, FLÜSSIG, ENTZÜNDBAR, GIFTIG, N.A.G."
3248,3,III,"MEDIKAMENT, FLÜSSIG, ENTZÜNDBAR, GIFTIG, N.A.G."
3249,6.1,II,"MEDIKAMENT, FEST, GIFTIG, N.A.G."
3249,6.1,III,"MEDIKAMENT, FEST, GIFTIG, N.A.G."
3250,6.1,II,"CHLORESSIGSÄURE, GESCHMOLZEN"
3251,4.1,III,ISOSORBID-5-MONONITRAT
3252,2,,DIFLUORMETHAN (GAS ALS KÄLTEMITTEL R 32)
3253,8,III,DINATRIUMTRIOXOSILICAT
3254,4.2,I,TRIBUTYLPHOSPHAN
3255,4.2,BEFÖRDERUNG VERBOTEN,tert-BUTYLHYPOCHLORIT
3256,3,III,"ERWÄRMTER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G., mit einem Flammpunkt über 60 °C, bei oder über seinem Flammpunkt und unter 100 °C"
3256,3,III,"ERWÄRMTER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G., mit einem Flammpunkt über 60 °C, bei oder über seinem Flammpunkt und bei oder über 100 °C"
3257,9,III,"ERWÄRMTER FLÜSSIGER STOFF, N.A.G., bei oder über 100 °C und, bei Stoffen mit einem Flammpunkt, unter seinem Flammpunkt (einschliesslich geschmolzenes Metall, geschmolzenes Salz usw.), eingefüllt bei einer Temperatur über 190 °C"
3257,9,III,"ERWÄRMTER FLÜSSIGER STOFF, N.A.G., bei oder über 100 °C und, bei Stoffen mit einem Flammpunkt, unter seinem Flammpunkt (einschliesslich geschmolzenes Metall, geschmolzenes Salz usw.), eingefüllt bei einer Temperatur von höchstens 190 °C"
3258,9,III,"ERWÄRMTER FESTER STOFF, N.A.G., bei oder über 240 °C"
3259,8,I,"AMINE, FEST, ÄTZEND, N.A.G. oder POLYAMINE, FEST, ÄTZEND, N.A.G."
3259,8,II,"AMINE, FEST, ÄTZEND, N.A.G. oder POLYAMINE, FEST, ÄTZEND, N.A.G."
3259,8,III,"AMINE, FEST, ÄTZEND, N.A.G. oder POLYAMINE, FEST, ÄTZEND, N.A.G."
3260,8,I,"ÄTZENDER SAURER ANORGANISCHER FESTER STOFF, N.A.G."
3260,8,II,"ÄTZENDER SAURER ANORGANISCHER FESTER STOFF, N.A.G."
3260,8,III,"ÄTZENDER SAURER ANORGANISCHER FESTER STOFF, N.A.G."
3261,8,I,"ÄTZENDER SAURER ORGANISCHER FESTER STOFF, N.A.G."
3261,8,II,"ÄTZENDER SAURER ORGANISCHER FESTER STOFF, N.A.G."
